fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality;color
76;38;2;34;46;90;1160;9944;315;41;94;5;1
88;2;43;150;53;600;1840;10008;328;79;88;6;1
75;33;39;124;65;290;1190;9974;316;39;94;5;1
88;2;43;150;53;600;1840;10008;328;79;88;6;1
66;36;21;15;49;390;1840;9928;318;41;99;6;1
76;38;2;34;46;90;1160;9944;315;41;94;5;1
56;46;24;48;42;240;720;9908;329;37;126;6;1
72;15;38;12;38;180;1100;9917;319;43;111;6;1
82;42;29;41;3;310;1000;9911;30;32;128;7;1
68;3;35;28;38;100;1640;9912;309;53;120;6;1
67;27;3;139;2,9E+16;340;1310;9953;336;5;120;7;1
72;5;0;8;34;460;1140;9932;319;34;92;4;1
60;26;29;10;32;270;960;9896;338;44;123;6;1
68;33;28;12;32;380;1310;9889;319;41;130;6;1
68;3;35;28;38;100;1640;9912;309;53;120;6;1
74;29;31;17;35;230;1100;9926;307;38;109;5;1
82;42;29;41;3;310;1000;9911;30;32;128;7;1
73;19;24;63;5,4E+16;340;2310;9964;336;54;100;6;1
65;32;12;115;33;350;1650;9974;322;32;90;5;1
71;32;4;15;34;130;840;9944;342;6;104;5;1
65;32;12;115;33;350;1650;9974;322;32;90;5;1
73;19;24;63;5,4E+16;340;2310;9964;336;54;100;6;1
73;17;23;63;51;350;2400;9963;336;54;100;6;1
77;44;24;112;31;410;1670;9948;312;43;113;7;1
77;44;24;112;31;410;1670;9948;312;43;113;7;1
74;49;24;151;3;340;1530;9953;313;51;120;7;1
77;44;24;112;31;410;1670;9948;312;43;113;7;1
74;49;24;151;3;340;1530;9953;313;51;120;7;1
64;21;3;56;4,4E+16;430;1600;9949;36;41;106;6;1
80;55;42;126;2,11E+16;370;2130;9988;299;56;93;5;1
70;19;23;57;1,23E+16;270;1040;9954;304;54;94;6;1
72;24;29;22;3,7E+16;370;1020;992;327;64;110;7;1
65;34;36;110;5,2E+16;530;2470;9984;344;55;93;6;1
70;19;23;57;1,23E+16;270;1040;9954;304;54;94;6;1
69;18;33;10;5,4E+16;240;1640;9926;342;51;105;5;1
72;24;29;22;3,7E+16;370;1020;992;327;64;110;7;1
82;18;31;118;39;960;2490;9976;307;52;95;6;1
83;28;45;78;5,9E+16;320;1390;9972;333;77;112;6;1
61;34;46;47;2,9E+16;210;940;991;329;62;123;6;1
74;44;2;115;49;440;1570;998;327;44;90;5;1
76;26;58;79;4,1E+16;620;1800;9966;307;38;90;5;1
74;44;2;115;49;440;1570;998;327;44;90;5;1
87;49;57;178;5,2E+16;340;2430;10007;298;82;90;5;1
70;24;25;17;42;480;1890;992;325;42;114;6;1
71;25;25;16;46;500;1810;9925;32;42;110;7;1
61;34;46;47;2,9E+16;210;940;991;329;62;123;6;1
64;18;31;16;49;360;1270;9934;36;67;104;7;1
83;27;39;24;5,8E+16;160;1070;9955;328;59;103;5;1
68;24;35;64;48;440;1720;9944;329;55;105;7;1
80;22;28;140;53;830;1970;9981;314;45;98;6;1
100;91;42;16;5,6E+16;340;1810;9968;311;46;100;4;1
89;34;34;16;5,6E+16;130;1760;9946;314;47;97;5;1
89;33;34;14;5,6E+16;140;1710;9946;313;47;97;5;1
80;22;28;140;53;830;1970;9981;314;45;98;6;1
67;18;19;47;46;570;1610;9946;332;66;105;6;1
78;2;28;102;5,4E+16;780;1860;997;314;46;100;6;1
73;13;31;23;5,4E+16;220;1040;9924;324;92;115;7;1
66;28;3;78;49;570;2020;9958;324;39;95;5;1
71;25;3;24;42;250;1220;9,94E+15;343;61;105;6;1
76;36;44;83;255;280;1420;9958;312;43;102;6;1
76;27;25;139;5;450;1990;9984;334;5;98;6;1
69;37;28;138;31;340;1370;9948;31;37;116;6;1
74;21;27;73;31;410;1440;9932;315;38;118;7;1
82;18;28;85;35;410;1400;9952;304;37;101;7;1
63;19;21;18;49;350;1630;9924;331;5;103;6;1
70;21;22;51;48;380;1680;9945;334;49;104;6;1
58;33;2;1605;47;260;1660;9976;309;46;89;5;1
58;33;2;1605;47;260;1660;9976;309;46;89;5;1
79;29;31;735;34;370;1540;9938;306;31;108;5;1
66;31;38;1605;5,8E+16;160;1650;9997;338;6;92;5;1
80;19;3;20;53;480;1400;9,94E+15;318;49;96;6;1
80;2;36;12;32;210;780;9921;308;37;104;6;1
80;25;26;140;43;410;2480;9986;303;57;87;6;1
72;2;61;162;43;140;1030;9987;306;36;92;6;1
77;3;42;143;45;450;2130;9991;318;63;92;5;1
72;2;61;162;43;140;1030;9987;306;36;92;6;1
77;3;42;143;45;450;2130;9991;318;63;92;5;1
77;3;42;143;45;450;2130;9991;318;63;92;5;1
64;22;32;79;2,9E+16;340;1240;9948;34;39;102;5;1
72;2;61;162;43;140;1030;9987;306;36;92;6;1
70;53;2;10;3,6E+16;390;1070;993;32;32;90;5;1
73;24;41;136;5;410;1780;9988;337;43;97;5;1
72;24;4;1785;49;500;1850;10;334;42;96;5;1
76;15;4;13;3,6E+16;240;1120;9932;314;76;100;5;1
77;3;42;143;45;450;2130;9991;318;63;92;5;1
76;33;41;137;45;440;1970;9989;318;64;91;5;1
68;24;31;183;46;400;1420;10;33;41;87;5;1
68;24;31;183;46;400;1420;10;33;41;87;5;1
68;35;44;65;5,6E+16;310;1610;9952;314;44;95;5;1
79;26;33;103;39;730;2120;9969;293;49;95;6;1
75;29;67;81;3,7E+16;530;1660;9966;29;41;89;6;1
75;29;67;81;3,7E+16;530;1660;9966;29;41;89;6;1
72;31;41;86;53;150;890;9976;329;64;99;6;1
67;44;31;19;3;410;1040;99;329;62;126;7;1
100;23;27;141;33;450;1660;9988;272;43;97;6;1
74;21;3;79;39;140;1180;9942;296;34;104;5;1
88;23;35;107;4;260;1830;9984;293;49;91;6;1
78;34;27;12;4;250;1060;9932;301;55;104;5;1
79;26;33;103;39;730;2120;9969;293;49;95;6;1
75;29;67;81;3,7E+16;530;1660;9966;29;41;89;6;1
60;28;35;19;3,7E+16;160;1200;9933;316;69;106;5;1
79;37;3;27;2,9E+16;640;1580;9916;312;59;120;7;1
72;36;36;57;38;260;980;9914;293;59;125;7;1
76;13;34;93;62;400;1260;9966;321;39;96;5;1
66;25;36;81;45;540;1800;9958;308;42;92;5;1
71;18;26;13;4,1E+16;200;710;9926;304;74;99;6;1
79;3;27;85;3,6E+16;200;1120;9939;296;46;117;6;1
83;23;3;21;49;210;1530;9953;309;5;96;6;1
68;43;3;35;33;270;1350;9906;30;37;120;6;1
72;36;36;57;38;260;980;9914;293;59;125;7;1
66;25;36;81;45;540;1800;9958;308;42;92;5;1
71;18;26;13;4,1E+16;200;710;9926;304;74;99;6;1
66;35;29;144;4,4E+16;540;1770;9991;317;58;89;6;1
73;22;5;137;49;560;1890;9994;324;66;90;6;1
81;26;33;111;5,2E+16;525;1580;9976;303;49;102;7;1
76;13;34;93;62;400;1260;9966;321;39;96;5;1
70;12;19;49;55;270;1270;9953;329;41;94;5;1
82;37;27;17;2,8E+16;100;590;9923;297;48;104;5;1
76;26;36;16;32;60;1060;993;315;4;104;4;1
63;2;58;14;204;150;970;9931;316;43;100;6;1
63;22;57;14;2,08E+16;140;960;9932;316;43;100;6;1
71;25;28;16;5,2E+16;460;1690;9926;305;41;105;5;1
70;27;32;68;47;470;1930;9938;323;39;114;6;1
88;34;33;97;3,6E+16;460;1720;9966;308;4;102;5;1
92;27;34;105;43;490;2280;9974;304;41;104;6;1
71;49;22;20;47;1465;3075;9924;324;37;110;3;1
92;71;23;62;42;150;930;9948;289;34;101;6;1
72;47;65;83;83;270;1820;9964;30;35;92;5;1
68;28;36;16;4;250;870;9924;323;66;103;6;1
88;34;33;97;3,6E+16;460;1720;9966;308;4;102;5;1
92;27;34;105;43;490;2280;9974;304;41;104;6;1
73;13;27;46;8;340;1720;9938;323;39;111;7;1
72;16;35;12;31;270;840;9928;333;34;99;5;1
68;31;32;76;5,2E+16;350;1430;9959;314;38;90;5;1
83;36;57;150;5,2E+16;350;2560;10001;293;64;86;5;1
68;31;32;76;5,2E+16;350;1430;9959;314;38;90;5;1
83;36;57;150;5,2E+16;350;2560;10001;293;64;86;5;1
63;25;44;116;4,1E+16;480;1950;9968;318;52;95;5;1
60;45;42;11;51;610;1970;9932;302;4;90;5;1
81;26;3;78;49;390;1520;9954;299;58;100;6;1
64;22;32;120;66;570;1580;9992;36;43;90;6;1
57;45;42;11;51;610;1970;9932;302;4;90;5;1
72;19;31;14;46;370;1350;9939;334;57;102;7;1
67;31;44;67;5,4E+16;290;1600;9952;304;44;96;5;1
80;25;13;172;3,6E+16;490;2190;9996;296;46;97;5;1
99;1005;46;14;46;340;1850;9966;302;49;102;4;1
81;31;36;82;2,8E+16;290;1420;9925;301;34;130;7;1
81;24;38;43;4,4E+16;490;1720;996;337;74;108;6;1
80;25;13;172;3,6E+16;490;2190;9996;296;46;97;5;1
64;29;28;111;63;660;1690;9973;289;57;90;5;1
72;15;33;11;2,7E+16;160;630;9937;337;4;99;5;1
70;12;32;72;5,8E+16;220;890;9966;329;38;92;6;1
74;32;55;166;5,6E+16;530;2380;10017;296;58;87;6;1
85;17;31;10;24;130;910;993;279;37;101;5;1
85;17;31;10;24;130;910;993;279;37;101;5;1
95;21;47;13;39;210;1230;9959;29;64;95;5;1
82;21;48;14;4,1E+16;110;990;9958;317;57;99;5;1
74;32;55;166;5,6E+16;530;2380;10017;296;58;87;6;1
68;31;42;69;46;500;1730;9958;319;46;90;5;1
68;27;28;133;76;500;1630;9979;303;38;86;6;1
74;21;3;81;47;130;1140;9941;312;35;105;6;1
80;23;35;92;4,4E+16;530;1860;997;309;56;95;7;1
76;2;31;14;47;410;1420;9934;343;53;101;6;1
63;41;3;32;3;490;1640;9927;353;79;117;7;1
83;49;43;25;3,6E+16;320;1160;9944;323;47;107;6;1
63;41;3;32;3;490;1640;9927;353;79;117;7;1
76;2;26;45;86;370;1330;9963;315;42;92;5;1
75;26;26;1835;84;330;1390;10011;317;39;88;5;1
75;26;26;1835;84;330;1390;10011;317;39;88;5;1
68;27;35;78;48;760;1970;9959;324;43;95;6;1
68;28;37;70;57;350;2080;9973;357;55;102;5;1
84;2;27;63;48;300;1430;9966;325;5;91;6;1
79;33;26;12;4,4E+16;230;1030;9932;319;54;105;6;1
75;38;5;128;42;570;1840;9984;309;46;90;6;1
76;2;3;142;5,6E+16;530;2125;9,99E+15;314;46;89;8;1
76;2;3;142;5,6E+16;530;2125;9,99E+15;314;46;89;8;1
76;2;3;142;5,6E+16;530;2125;9,99E+15;314;46;89;8;1
76;2;3;142;5,6E+16;530;2125;9,99E+15;314;46;89;8;1
76;2;3;142;5,6E+16;530;2125;9,99E+15;314;46;89;8;1
81;19;58;1665;49;480;1810;10006;32;62;91;6;1
76;16;41;19;47;270;1510;9937;32;53;101;6;1
81;22;28;77;43;570;1760;9954;312;55;100;5;1
80;22;32;104;43;630;2010;997;311;53;95;6;1
71;33;3;33;34;300;1020;9912;308;31;123;7;1
64;43;27;11;5,4E+16;50;1100;9939;324;52;91;4;1
76;2;3;142;5,6E+16;530;2125;9,99E+15;314;46;89;8;1
70;12;28;63;57;170;1030;9957;35;44;96;5;1
74;3;22;525;53;330;1800;9926;313;45;116;6;1
70;28;33;146;43;470;1680;9994;334;67;88;6;1
84;2;38;118;55;510;1700;10004;334;82;89;6;1
70;28;33;146;43;470;1680;9994;334;67;88;6;1
84;2;38;118;55;510;1700;10004;334;82;89;6;1
84;2;38;118;55;510;1700;10004;334;82;89;6;1
73;18;31;173;55;320;1970;10002;313;46;90;6;1
68;31;9;14;4;560;1450;9922;319;46;100;5;1
67;31;8;13;38;580;1470;9922;318;46;100;5;1
76;17;35;16;47;430;1540;9934;336;69;111;6;1
74;3;22;525;53;330;1800;9926;313;45;116;6;1
74;26;31;24;43;580;1780;9941;342;68;106;6;1
70;28;33;146;43;470;1680;9994;334;67;88;6;1
84;2;38;118;55;510;1700;10004;334;82;89;6;1
56;18;31;15;38;160;840;9924;334;58;101;6;1
72;15;39;18;43;210;1590;9948;352;47;100;5;1
80;4;33;77;34;270;980;9935;318;41;122;7;1
70;25;56;20;35;200;950;9918;323;53;110;6;1
72;15;39;18;43;210;1590;9948;352;47;100;5;1
68;18;46;14;64;370;1600;9924;337;45;111;5;1
66;32;22;167;46;380;1330;9979;322;67;104;6;1
90;55;3;81;2,6E+16;140;710;993;294;36;118;5;1
69;19;39;80;2,8E+16;220;840;9,94E+15;311;66;108;6;1
63;41;33;47;23;280;1100;991;33;38;125;7;1
90;55;3;81;2,6E+16;140;710;993;294;36;118;5;1
70;2;34;21;49;120;1360;9922;325;46;116;7;1
66;32;22;167;46;380;1330;9979;322;67;104;6;1
77;26;34;64;5;360;1630;9937;319;7;115;6;1
63;21;28;15;51;460;1420;9928;323;42;101;6;1
76;34;39;76;4;450;2150;9965;311;53;92;6;1
63;21;28;15;51;460;1420;9928;323;42;101;6;1
80;43;4;124;168;290;1900;9991;307;64;92;5;1
75;3;71;13;16;440;1490;9948;308;42;89;5;1
64;26;4;17;179;50;600;9925;309;54;101;5;1
69;32;15;81;46;510;1800;9958;313;45;89;5;1
89;21;34;71;3,7E+16;330;1500;9962;31;45;97;6;1
76;34;39;76;4;450;2150;9965;311;53;92;6;1
95;42;41;23;34;220;1450;9951;306;52;110;6;1
76;29;26;65;42;320;1600;9944;314;47;107;5;1
65;25;2;14;24;290;1010;9916;324;54;108;6;1
72;23;33;127;49;500;1830;9987;341;4;98;5;1
79;35;36;16;38;110;1240;9928;325;48;110;5;1
88;2;28;11;1,8E+16;180;720;9926;297;35;104;5;1
57;27;32;12;46;200;1550;9934;38;41;102;6;1
76;29;26;65;42;320;1600;9944;314;47;107;5;1
55;14;27;46;2,9E+16;220;1040;9949;334;44;90;5;1
87;24;35;6;42;110;710;9926;308;38;106;5;1
67;3;45;106;32;560;2120;997;322;59;95;6;1
55;14;27;46;2,9E+16;220;1040;9949;334;44;90;5;1
56;13;27;48;2,8E+16;220;1040;9948;334;45;92;6;1
74;18;34;27;3;300;1070;992;297;53;110;6;1
57;385;4;126;34;220;1150;9964;328;63;99;6;1
87;24;35;6;42;110;710;9926;308;38;106;5;1
83;33;43;92;46;220;1260;9982;338;47;93;5;1
68;34;44;66;5,2E+16;280;1560;9955;314;41;96;5;1
68;33;44;70;5;290;1550;9955;314;42;95;5;1
63;28;24;845;31;320;1720;9958;339;57;97;7;1
118;23;38;111;34;150;1230;9997;293;55;97;3;1
68;21;27;1815;42;410;1460;10001;33;36;87;5;1
68;21;27;1815;42;410;1460;10001;33;36;87;5;1
86;485;29;41;2,6E+16;190;1010;9918;301;38;124;5;1
86;485;29;41;2,6E+16;190;1010;9918;301;38;124;5;1
73;29;29;46;2,9E+16;270;1550;9931;307;26;106;6;1
68;21;27;1815;42;410;1460;10001;33;36;87;5;1
67;31;31;49;31;200;1510;9926;336;82;120;7;1
73;29;37;83;4,4E+16;450;2270;9966;312;47;90;5;1
57;46;46;14;4;310;1690;9932;313;47;88;5;1
68;28;44;115;4;580;2230;9969;322;56;95;5;1
67;23;33;18;3,6E+16;230;960;9925;332;4;108;6;1
69;17;25;16;47;340;1320;9914;316;48;114;5;1
76;18;36;24;49;380;1230;996;36;46;103;5;1
66;22;28;49;42;510;1800;9952;33;75;95;6;1
78;27;28;18;5;210;1270;9934;315;44;99;5;1
77;28;29;43;51;250;1420;9939;316;39;102;5;1
76;29;29;44;51;260;1460;9939;316;39;102;5;1
57;32;18;14;2,9E+16;260;1040;9906;344;37;110;6;1
71;33;25;16;3;250;1260;9901;322;34;121;7;1
73;34;3;13;57;250;1730;9948;326;51;91;6;1
65;19;26;52;4;310;1400;995;326;68;95;6;1
66;23;27;56;43;430;1640;9953;327;76;95;5;1
66;27;29;53;45;570;1890;9953;331;79;98;5;1
66;22;28;49;42;510;1800;9952;33;75;95;6;1
76;18;36;24;49;380;1230;996;36;46;103;5;1
68;36;32;16;39;100;1240;9948;33;67;96;5;1
70;22;39;21;55;390;1980;9951;352;54;102;6;1
59;17;3;14;42;250;1190;9931;368;72;105;6;1
74;45;32;71;4,4E+16;170;1170;9962;332;41;104;4;1
68;36;32;16;39;100;1240;9948;33;67;96;5;1
75;42;14;107;46;180;950;9959;322;33;107;5;1
75;33;32;111;3,6E+16;250;1190;9962;315;34;105;6;1
94;3;32;107;2,9E+16;140;1110;9958;285;42;106;5;1
79;17;32;16;53;470;1500;9948;329;76;96;6;1
79;17;32;16;53;470;1500;9948;329;76;96;6;1
82;17;32;15;5;170;1010;9,94E+15;314;58;95;5;1
83;17;31;15;49;480;1530;9942;312;58;94;6;1
87;15;3;16;46;290;1300;9942;322;38;98;6;1
79;17;32;16;53;470;1500;9948;329;76;96;6;1
72;25;19;80;4,4E+16;510;1720;9964;316;44;92;5;1
72;24;19;77;45;530;1760;9958;317;38;95;5;1
53;76;3;27;43;270;930;9932;334;38;92;5;1
66;22;53;151;5,2E+16;220;1360;9986;294;35;94;5;1
66;22;53;151;5,2E+16;220;1360;9986;294;35;94;5;1
84;28;4;89;48;330;1460;9988;34;46;93;5;1
68;32;34;60;5;50;1290;9953;319;4;91;5;1
67;24;33;123;46;310;1450;9983;336;4;95;5;1
74;18;36;131;5,6E+16;720;1630;10;342;35;91;6;1
60;16;3;67;43;430;1530;9951;363;46;106;5;1
67;24;33;123;46;310;1450;9983;336;4;95;5;1
68;28;35;23;42;160;850;9906;319;56;124;6;1
62;34;3;111;47;280;2370;9981;318;49;87;5;1
60;27;15;15;5,6E+16;350;1280;9936;312;45;88;5;1
60;16;3;67;43;430;1530;9951;363;46;106;5;1
68;32;34;60;5;50;1290;9953;319;4;91;5;1
85;24;47;152;57;400;2340;10005;302;66;90;5;1
81;24;33;102;48;460;1410;9972;316;48;103;6;1
74;18;36;131;5,6E+16;720;1630;10;342;35;91;6;1
77;23;31;107;38;590;1860;9969;312;55;95;6;1
65;22;25;171;5;440;1380;10001;33;37;88;5;1
65;22;25;171;5;440;1380;10001;33;37;88;5;1
65;22;25;171;5;440;1380;10001;33;37;88;5;1
57;33;15;19;5;200;930;9934;338;62;99;5;1
77;23;31;107;38;590;1860;9969;312;55;95;6;1
65;22;25;171;5;440;1380;10001;33;37;88;5;1
68;2;27;12;34;190;680;9902;314;37;117;4;1
77;26;32;12;4;260;1170;993;321;56;108;5;1
64;2;32;31;4,1E+16;180;1260;9914;343;42;120;6;1
80;16;36;15;33;140;1220;9941;32;39;103;4;1
68;25;27;107;76;470;1540;9967;305;38;90;5;1
77;39;28;49;35;360;1090;9918;319;58;122;7;1
69;26;33;126;51;590;1730;998;339;38;99;5;1
68;25;27;107;76;470;1540;9967;305;38;90;5;1
77;39;28;49;35;360;1090;9918;319;58;122;7;1
60;28;22;1215;48;420;1630;9957;32;46;101;5;1
65;43;28;120;5,6E+16;230;1740;9986;331;55;93;5;1
91;33;38;17;62;505;3440;9958;31;7;95;5;1
59;5;5;26;5,4E+16;360;1460;9948;343;5;92;6;1
68;28;39;14;3,6E+16;150;1150;9918;327;72;117;5;1
70;35;24;19;4;210;1440;9923;335;38;110;5;1
71;22;32;169;5,6E+16;490;1580;9998;337;38;96;6;1
71;22;32;169;5,6E+16;490;1580;9998;337;38;96;6;1
83;24;27;21;3;220;1620;9914;299;68;119;6;1
68;26;32;70;4,1E+16;380;1180;9939;325;52;108;6;1
72;16;26;71;5,4E+16;410;2240;9966;338;55;101;5;1
79;18;36;59;5,8E+16;310;1320;995;325;52;109;6;1
72;16;26;71;5,4E+16;410;2240;9966;338;55;101;5;1
55;24;32;87;6;190;1020;9,94E+15;327;31;104;5;1
71;33;64;132;5,6E+16;120;1050;9972;305;39;92;5;1
77;28;35;153;5,6E+16;310;1170;9998;327;5;96;5;1
77;28;35;153;5,6E+16;310;1170;9998;327;5;96;5;1
75;26;52;132;47;640;1790;9982;31;46;90;5;1
65;14;32;27;3,7E+16;180;890;9924;34;74;115;7;1
82;21;32;1065;53;530;1450;9972;317;48;102;6;1
72;2;31;100;5,4E+16;490;1650;997;34;42;99;6;1
72;115;3;68;5,6E+16;260;1050;9954;344;4;96;6;1
64;29;2;156;4;200;1420;9962;31;54;106;5;1
71;33;64;132;5,6E+16;120;1050;9972;305;39;92;5;1
68;24;34;51;38;310;990;9921;324;46;118;6;1
70;24;34;30;35;360;1020;9905;318;43;122;6;1
77;28;35;153;5,6E+16;310;1170;9998;327;5;96;5;1
70;22;33;21;5,2E+16;150;760;993;32;41;106;6;1
75;18;39;19;5,4E+16;230;910;9941;327;45;103;6;1
98;93;45;86;5,2E+16;340;1870;9994;312;59;102;4;1
78;29;33;875;35;330;1810;9962;311;46;107;5;1
79;28;32;36;38;90;760;992;305;31;117;4;1
85;25;27;47;31;310;920;9922;301;33;120;6;1
74;18;27;13;48;260;1050;9,94E+15;352;66;106;6;1
63;24;37;18;31;60;610;9897;33;34;122;4;1
60;33;38;97;4;290;1240;9954;347;48;110;6;1
68;37;28;40;3;290;790;99;323;46;124;7;1
99;49;23;24;87;190;1150;9948;277;44;94;6;1
85;25;27;47;31;310;920;9922;301;33;120;6;1
84;22;28;188;2,8E+16;550;1300;998;296;35;116;5;1
70;35;31;18;69;150;1620;9944;318;47;94;5;1
70;35;31;18;69;150;1620;9944;318;47;94;5;1
74;19;3;128;53;485;2290;9986;314;49;91;7;1
74;19;3;128;53;485;2290;9986;314;49;91;7;1
74;19;3;128;53;485;2290;9986;314;49;91;7;1
74;19;3;128;53;485;2290;9986;314;49;91;7;1
74;19;3;128;53;485;2290;9986;314;49;91;7;1
69;32;13;78;42;110;1170;996;323;37;92;5;1
76;32;58;1675;5;430;1630;9999;315;54;92;5;1
74;19;3;128;53;485;2290;9986;314;49;91;7;1
74;19;3;128;53;485;2120;9986;314;49;91;7;1
69;32;13;78;42;110;1170;996;323;37;92;5;1
60;34;24;54;6;230;1260;9951;325;44;90;7;1
76;32;58;1675;5;430;1630;9999;315;54;92;5;1
77;24;31;13;47;330;1060;993;322;55;108;6;1
80;36;43;101;53;290;1460;9982;34;46;95;6;1
74;29;25;38;4,4E+16;300;1140;992;311;4;110;6;1
66;32;27;109;4,1E+16;370;1460;9963;324;47;100;5;1
63;3;24;66;4;380;1410;995;322;47;95;5;1
64;33;24;98;4,1E+16;290;1090;9956;329;47;101;6;1
75;18;31;117;51;240;940;997;319;44;95;7;1
65;39;81;12;217;140;740;9936;308;53;95;5;1
68;25;18;14;5,6E+16;130;1370;9935;311;42;95;5;1
64;18;32;96;5,2E+16;240;900;9963;335;49;94;6;1
71;18;32;122;48;360;1250;9967;292;54;94;6;1
76;27;42;26;4,4E+16;290;1100;9912;331;51;127;6;1
92;23;35;107;3,7E+16;340;1450;9981;309;32;97;5;1
79;28;41;49;5,8E+16;310;1530;9966;327;51;97;6;1
71;18;32;122;48;360;1250;9967;292;54;94;6;1
64;18;32;96;5,2E+16;240;900;9963;335;49;94;6;1
68;25;18;14;5,6E+16;130;1370;9935;311;42;95;5;1
70;22;26;11;3,7E+16;200;710;9902;31;38;117;6;1
73;18;29;10;3,6E+16;260;1010;99;309;37;117;6;1
71;26;19;82;51;530;1870;996;316;52;97;5;1
66;25;42;113;49;770;2310;9966;324;52;95;6;1
64;24;23;73;69;310;1570;9962;325;53;91;5;1
60;28;27;23;51;230;1470;9,94E+15;323;67;103;6;1
71;26;19;82;51;530;1870;996;316;52;97;5;1
78;24;38;21;5,8E+16;140;1670;9,94E+15;321;55;99;5;1
76;27;33;20;5,9E+16;190;1750;9944;322;56;99;5;1
77;39;34;100;5,6E+16;350;1780;9974;326;6;102;5;1
89;24;33;1575;35;160;1320;996;30;37;121;6;1
66;23;24;39;45;360;1380;9922;315;64;113;7;1
71;26;3;20;31;130;1280;9917;319;49;114;5;1
70;32;35;15;39;240;1250;9918;317;64;122;6;1
74;24;26;16;5,8E+16;530;1500;9936;318;5;99;7;1
69;21;33;14;5,6E+16;350;1360;9938;363;78;103;6;1
70;32;35;15;39;240;1250;9918;317;64;122;6;1
74;17;29;14;47;230;1070;9939;352;65;104;6;1
71;26;3;20;31;130;1280;9917;319;49;114;5;1
85;28;34;138;4,1E+16;320;1610;9981;313;4;99;6;1
78;3;37;13;51;160;960;9941;332;62;100;5;1
81;25;38;38;51;180;1290;9928;321;38;115;6;1
77;28;29;69;4,1E+16;290;1630;9952;344;6;105;6;1
65;24;36;22;2,7E+16;360;1340;9898;328;36;125;7;1
70;22;32;16;45;400;1200;9914;298;44;105;6;1
85;28;34;138;4,1E+16;320;1610;9981;313;4;99;6;1
80;45;28;108;51;250;1570;9957;306;47;114;7;1
69;23;33;128;5,6E+16;440;1690;998;342;42;98;6;1
80;45;28;108;51;250;1570;9957;306;47;114;7;1
76;23;26;153;67;320;1660;9986;303;44;92;4;1
77;28;58;121;46;600;1770;9983;308;46;89;5;1
77;27;61;120;46;640;1790;9982;307;46;89;5;1
71;2;36;116;42;450;1240;997;292;59;95;7;1
69;25;35;92;34;420;1500;9947;321;36;115;6;1
71;2;36;116;42;450;1240;997;292;59;95;7;1
69;25;35;92;34;420;1500;9947;321;36;115;6;1
84;2;31;28;5,4E+16;160;890;99416;296;45;95;6;1
65;39;35;16;49;100;1640;99516;335;51;97;5;1
72;23;38;61;67;200;900;9,9496E+15;317;79;97;5;1
69;44;42;85;48;100;1470;9974;332;46;95;6;1
71;28;19;78;4;480;1840;99579;316;5;94;5;1
64;34;2;149;6;370;1620;9983;313;45;90;4;1
61;15;29;62;46;390;1510;99471;36;44;106;6;1
69;44;42;85;48;100;1470;9974;332;46;95;6;1
72;29;18;82;42;410;1800;99644;316;49;91;5;1
71;28;19;78;4;480;1840;99579;316;5;94;5;1
61;23;45;106;94;490;1690;9,9699E+15;305;54;88;5;1
67;23;42;112;47;520;1710;9,9758E+15;354;74;104;5;1
70;36;14;116;43;350;2280;9977;313;51;89;5;1
75;31;24;71;31;280;1410;99397;316;38;106;7;1
64;34;2;149;6;370;1620;9983;313;45;90;4;1
61;15;29;62;46;390;1510;99471;36;44;106;6;1
74;2;29;17;47;160;1000;9,9243E+15;328;45;106;6;1
63;27;18;77;48;450;1860;9962;323;47;90;5;1
92;34;54;173;6;460;2350;1,00182E+16;308;61;88;6;1
74;18;29;14;42;340;1010;99384;354;6;105;7;1
72;29;2;77;46;510;1740;99582;316;52;95;5;1
63;27;18;77;48;450;1860;9962;323;47;90;5;1
62;26;19;34;49;470;1720;9924;314;43;104;6;1
73;21;21;16;46;350;1330;99466;338;46;100;6;1
71;14;35;14;39;240;1280;9,9212E+15;297;68;104;5;1
72;39;54;14;157;340;1320;99449;311;53;90;6;1
76;48;28;104;49;570;2050;9,9748E+15;324;45;93;5;1
72;39;54;14;157;340;1320;99449;311;53;90;6;1
76;48;28;104;49;570;2050;9,9748E+15;324;45;93;5;1
65;36;31;41;61;200;1340;99475;318;45;90;6;1
85;25;31;28;32;110;610;9,9189E+15;306;44;115;6;1
69;3;21;157;5,6E+16;490;1590;9,9827E+15;311;48;90;5;1
66;19;43;109;45;530;1540;9,9752E+15;352;77;104;6;1
69;3;21;157;5,6E+16;490;1590;9,9827E+15;311;48;90;5;1
94;42;32;65;2,7E+16;200;1670;99479;308;43;106;5;1
66;19;43;109;45;530;1540;9,9752E+15;352;77;104;6;1
63;2;3;59;34;350;1520;9,9642E+15;347;4;85;6;1
85;19;56;173;55;470;1690;100047;307;67;93;6;1
73;19;25;14;51;410;1070;99382;353;66;105;7;1
67;25;26;135;6;500;1560;99784;339;46;99;6;1
62;25;28;85;35;280;1080;9,9486E+15;34;42;104;6;1
61;46;32;62;53;100;940;9,9537E+15;335;47;101;5;1
73;19;25;14;51;410;1070;99382;353;66;105;7;1
75;29;26;1495;67;470;1780;9,9838E+15;304;49;92;4;1
